,latitude,longitude,july_min,jan_max,prec,evap,soil,wind
337,-33.73666667,19.90333333,-1.1,36.98,622.27,0.15,0.55,3.74
338,-33.9475,21.1375,2.65,37.4,326.95,0.03,0.41,4.69
339,-33.96933333,21.3075,2.65,37.4,326.95,0.03,0.41,4.69
340,-33.941,20.27366667,1.82,38.84,427.15,0.1,0.43,4.03
341,-33.85316667,21.97583333,4.23,35.73,305.86,0.03,0.41,4.22
342,-33.73066667,19.89833333,-1.1,36.98,622.27,0.15,0.55,3.74
343,-33.86166667,22.25383333,7.26,30.83,348.05,0.08,0.43,2.07
344,-34.00783333,21.39083333,2.65,37.4,326.95,0.03,0.41,4.69
345,-33.94816667,20.35916667,2.62,36.51,290.04,0.03,0.41,4.58
346,-33.74466667,19.99083333,-1.1,36.98,622.27,0.15,0.55,3.74
347,-33.9495,21.1275,2.65,37.4,326.95,0.03,0.41,4.69
348,-33.88833333,21.98166667,4.23,35.73,305.86,0.03,0.41,4.22
349,-33.73333333,19.89916667,-1.1,36.98,622.27,0.15,0.55,3.74
350,-33.7325,19.90666667,-1.1,36.98,622.27,0.15,0.55,3.74
351,-33.88516667,22.02233333,4.23,35.73,305.86,0.03,0.41,4.22
352,-33.8955,20.8635,2.62,36.51,290.04,0.03,0.41,4.58
353,-33.877,22.3075,7.26,30.83,348.05,0.08,0.43,2.07
354,-33.94833333,21.13383333,2.65,37.4,326.95,0.03,0.41,4.69
355,-33.93416667,21.04833333,2.65,37.4,326.95,0.03,0.41,4.69
356,-33.955,21.16833333,2.65,37.4,326.95,0.03,0.41,4.69
357,-33.88133333,22.44083333,7.26,30.83,348.05,0.08,0.43,2.07
358,-33.87733333,22.44283333,7.26,30.83,348.05,0.08,0.43,2.07
359,-34.016,19.65433333,1.57,36.73,458.79,0.16,0.45,3.73
360,-33.7315,19.89833333,-1.1,36.98,622.27,0.15,0.55,3.74
361,-33.981,20.357,2.62,36.51,290.04,0.03,0.41,4.58
362,-33.94583333,20.385,2.62,36.51,290.04,0.03,0.41,4.58
363,-33.948,21.13983333,2.65,37.4,326.95,0.03,0.41,4.69
364,-33.94833333,21.15166667,2.65,37.4,326.95,0.03,0.41,4.69
365,-33.94816667,21.14033333,2.65,37.4,326.95,0.03,0.41,4.69
366,-33.73,19.90333333,-1.1,36.98,622.27,0.15,0.55,3.74
367,-33.95666667,21.215,2.65,37.4,326.95,0.03,0.41,4.69
368,-33.93583333,20.90333333,2.62,36.51,290.04,0.03,0.41,4.58
369,-33.92,20.86333333,2.62,36.51,290.04,0.03,0.41,4.58
370,-33.9435,21.84283333,4.23,35.73,305.86,0.03,0.41,4.22
371,-33.84766667,21.98016667,4.23,35.73,305.86,0.03,0.41,4.22
372,-33.96916667,21.305,2.65,37.4,326.95,0.03,0.41,4.69
373,-34.07183333,19.78816667,1.82,38.84,427.15,0.1,0.43,4.03
374,-33.96766667,21.30266667,2.65,37.4,326.95,0.03,0.41,4.69
375,-33.7185,19.87783333,-1.1,36.98,622.27,0.15,0.55,3.74
376,-33.9275,20.86016667,2.62,36.51,290.04,0.03,0.41,4.58
377,-34.01666667,19.65033333,1.57,36.73,458.79,0.16,0.45,3.73
378,-33.735,19.906,-1.1,36.98,622.27,0.15,0.55,3.74
379,-33.93466667,21.0505,2.65,37.4,326.95,0.03,0.41,4.69
380,-34.08633333,19.82916667,1.82,38.84,427.15,0.1,0.43,4.03
381,-33.87533333,22.30383333,7.26,30.83,348.05,0.08,0.43,2.07
382,-33.95583333,21.20983333,2.65,37.4,326.95,0.03,0.41,4.69
383,-34.07833333,19.82516667,1.82,38.84,427.15,0.1,0.43,4.03
384,-33.99,20.43333333,2.62,36.51,290.04,0.03,0.41,4.58
385,-33.845,21.98166667,4.23,35.73,305.86,0.03,0.41,4.22
386,-33.94583333,20.36666667,2.62,36.51,290.04,0.03,0.41,4.58
387,-33.946,20.3865,2.62,36.51,290.04,0.03,0.41,4.58
388,-33.95416667,21.16333333,2.65,37.4,326.95,0.03,0.41,4.69
389,-33.955,21.18833333,2.65,37.4,326.95,0.03,0.41,4.69
390,-33.9475,21.14166667,2.65,37.4,326.95,0.03,0.41,4.69
391,-33.94866667,20.36983333,2.62,36.51,290.04,0.03,0.41,4.58
392,-33.94766667,20.36716667,2.62,36.51,290.04,0.03,0.41,4.58
393,-33.95,20.37116667,2.62,36.51,290.04,0.03,0.41,4.58
394,-34.0085,19.57583333,1.57,36.73,458.79,0.16,0.45,3.73
395,-33.985,20.38,2.62,36.51,290.04,0.03,0.41,4.58
396,-33.87633333,21.95416667,4.23,35.73,305.86,0.03,0.41,4.22
397,-34.07033333,19.729,1.82,38.84,427.15,0.1,0.43,4.03
398,-33.86583333,22.03016667,4.23,35.73,305.86,0.03,0.41,4.22
399,-33.92916667,20.86,2.62,36.51,290.04,0.03,0.41,4.58
400,-33.94666667,20.3725,2.62,36.51,290.04,0.03,0.41,4.58
401,-33.94683333,21.14133333,2.65,37.4,326.95,0.03,0.41,4.69
402,-33.947,21.14083333,2.65,37.4,326.95,0.03,0.41,4.69
403,-33.86133333,21.966,4.23,35.73,305.86,0.03,0.41,4.22
404,-33.87483333,22.28283333,7.26,30.83,348.05,0.08,0.43,2.07
405,-34.08333333,19.82683333,1.82,38.84,427.15,0.1,0.43,4.03
406,-33.90266667,22.0205,4.23,35.73,305.86,0.03,0.41,4.22
407,-33.87466667,22.03166667,4.23,35.73,305.86,0.03,0.41,4.22
408,-33.88216667,22.44516667,7.26,30.83,348.05,0.08,0.43,2.07
409,-33.88366667,22.4,7.26,30.83,348.05,0.08,0.43,2.07
410,-33.95516667,21.18083333,2.65,37.4,326.95,0.03,0.41,4.69
411,-34.0595,19.787,1.82,38.84,427.15,0.1,0.43,4.03
412,-33.99416667,20.45533333,2.62,36.51,290.04,0.03,0.41,4.58
413,-33.99816667,20.46183333,2.62,36.51,290.04,0.03,0.41,4.58
414,-33.94866667,20.35133333,2.62,36.51,290.04,0.03,0.41,4.58
415,-33.94916667,20.35583333,2.62,36.51,290.04,0.03,0.41,4.58
416,-33.94766667,20.36133333,2.62,36.51,290.04,0.03,0.41,4.58
417,-34.016,19.647,1.57,36.73,458.79,0.16,0.45,3.73
418,-33.97033333,21.23633333,2.65,37.4,326.95,0.03,0.41,4.69
419,-33.95666667,21.21,2.65,37.4,326.95,0.03,0.41,4.69
420,-33.97166667,21.3025,2.65,37.4,326.95,0.03,0.41,4.69
421,-33.92383333,20.85483333,2.62,36.51,290.04,0.03,0.41,4.58
422,-33.90633333,22.02366667,4.23,35.73,305.86,0.03,0.41,4.22
423,-33.94816667,21.14783333,2.65,37.4,326.95,0.03,0.41,4.69
424,-33.93566667,21.05383333,2.65,37.4,326.95,0.03,0.41,4.69
425,-34.019,19.59833333,1.57,36.73,458.79,0.16,0.45,3.73
426,-34.08733333,19.82683333,1.82,38.84,427.15,0.1,0.43,4.03
427,-33.95633333,21.21583333,2.65,37.4,326.95,0.03,0.41,4.69
428,-34.01133333,19.59966667,1.57,36.73,458.79,0.16,0.45,3.73
429,-33.97833333,20.49083333,2.62,36.51,290.04,0.03,0.41,4.58
430,-33.96333333,21.25333333,2.65,37.4,326.95,0.03,0.41,4.69
431,-33.9555,21.2775,2.65,37.4,326.95,0.03,0.41,4.69
432,-34.00583333,20.99316667,2.65,37.4,326.95,0.03,0.41,4.69
433,-33.94966667,21.13066667,2.65,37.4,326.95,0.03,0.41,4.69
434,-33.87333333,22.033,4.23,35.73,305.86,0.03,0.41,4.22
435,-33.91533333,20.86566667,2.62,36.51,290.04,0.03,0.41,4.58
436,-34.027,19.50766667,1.57,36.73,458.79,0.16,0.45,3.73
437,-33.73833333,19.88333333,-1.1,36.98,622.27,0.15,0.55,3.74
438,-33.8835,22.45683333,7.26,30.83,348.05,0.08,0.43,2.07
439,-33.88433333,22.457,7.26,30.83,348.05,0.08,0.43,2.07
440,-33.91666667,20.865,2.62,36.51,290.04,0.03,0.41,4.58
441,-33.93166667,20.84666667,2.62,36.51,290.04,0.03,0.41,4.58
442,-33.96266667,21.24933333,2.65,37.4,326.95,0.03,0.41,4.69
443,-33.87766667,22.44833333,7.26,30.83,348.05,0.08,0.43,2.07
444,-33.90316667,20.85183333,2.62,36.51,290.04,0.03,0.41,4.58
445,-33.88733333,22.43983333,7.26,30.83,348.05,0.08,0.43,2.07
446,-33.95,20.76666667,2.62,36.51,290.04,0.03,0.41,4.58
447,-34.0315,19.4075,1.57,36.73,458.79,0.16,0.45,3.73
448,-33.946,21.7365,4.23,35.73,305.86,0.03,0.41,4.22
449,-33.93,20.86133333,2.62,36.51,290.04,0.03,0.41,4.58
450,-33.931,20.84466667,2.62,36.51,290.04,0.03,0.41,4.58
451,-34.07033333,19.82683333,1.82,38.84,427.15,0.1,0.43,4.03
452,-33.97516667,20.48333333,2.62,36.51,290.04,0.03,0.41,4.58
453,-34.07933333,19.819,1.82,38.84,427.15,0.1,0.43,4.03
454,-33.94316667,20.93066667,2.62,36.51,290.04,0.03,0.41,4.58
455,-33.85333333,22.25,7.26,30.83,348.05,0.08,0.43,2.07
456,-33.9625,21.2655,2.65,37.4,326.95,0.03,0.41,4.69
457,-33.955,21.22333333,2.65,37.4,326.95,0.03,0.41,4.69
458,-33.96616667,21.2855,2.65,37.4,326.95,0.03,0.41,4.69
459,-33.98833333,20.41333333,2.62,36.51,290.04,0.03,0.41,4.58
460,-33.92516667,20.8565,2.62,36.51,290.04,0.03,0.41,4.58
461,-33.88,22.4175,7.26,30.83,348.05,0.08,0.43,2.07
462,-33.87516667,22.20866667,7.26,30.83,348.05,0.08,0.43,2.07
463,-33.975,20.48666667,2.62,36.51,290.04,0.03,0.41,4.58
464,-33.9065,21.94416667,4.23,35.73,305.86,0.03,0.41,4.22
465,-33.996,21.26933333,2.65,37.4,326.95,0.03,0.41,4.69
466,-33.97633333,20.31116667,1.82,38.84,427.15,0.1,0.43,4.03
467,-33.99233333,19.5275,1.57,36.73,458.79,0.16,0.45,3.73
468,-33.94233333,20.721,2.62,36.51,290.04,0.03,0.41,4.58
469,-33.93066667,20.89833333,2.62,36.51,290.04,0.03,0.41,4.58
470,-33.90166667,20.89533333,2.62,36.51,290.04,0.03,0.41,4.58
471,-33.93283333,21.76083333,4.23,35.73,305.86,0.03,0.41,4.22
472,-34.01566667,19.615,1.57,36.73,458.79,0.16,0.45,3.73
473,-34.00583333,20.9985,2.65,37.4,326.95,0.03,0.41,4.69
474,-33.859,22.2,7.26,30.83,348.05,0.08,0.43,2.07
475,-33.95233333,19.29566667,1.57,36.73,458.79,0.16,0.45,3.73
476,-33.879,22.29683333,7.26,30.83,348.05,0.08,0.43,2.07
477,-33.869,22.0225,4.23,35.73,305.86,0.03,0.41,4.22
478,-33.9775,20.31283333,2.62,36.51,290.04,0.03,0.41,4.58
479,-33.71,19.8855,-1.1,36.98,622.27,0.15,0.55,3.74
480,-34.014,19.661,1.57,36.73,458.79,0.16,0.45,3.73
481,-33.94016667,21.6075,4.23,35.73,305.86,0.03,0.41,4.22
482,-33.7235,19.8825,-1.1,36.98,622.27,0.15,0.55,3.74
483,-34.08333333,19.95416667,1.82,38.84,427.15,0.1,0.43,4.03
484,-33.972,20.849,2.62,36.51,290.04,0.03,0.41,4.58
485,-33.91533333,20.87366667,2.62,36.51,290.04,0.03,0.41,4.58
486,-34.014,19.58866667,1.57,36.73,458.79,0.16,0.45,3.73
487,-33.97166667,20.47616667,2.62,36.51,290.04,0.03,0.41,4.58
488,-33.884,22.3985,7.26,30.83,348.05,0.08,0.43,2.07
489,-33.92383333,20.8795,2.62,36.51,290.04,0.03,0.41,4.58
490,-33.93366667,20.85316667,2.62,36.51,290.04,0.03,0.41,4.58
491,-33.9175,20.86833333,2.62,36.51,290.04,0.03,0.41,4.58
492,-33.7195,19.87733333,-1.1,36.98,622.27,0.15,0.55,3.74
493,-33.9725,21.29916667,2.65,37.4,326.95,0.03,0.41,4.69
494,-33.905,21.85933333,4.23,35.73,305.86,0.03,0.41,4.22
495,-33.92966667,20.85166667,2.62,36.51,290.04,0.03,0.41,4.58
496,-34.064,20.0135,1.82,38.84,427.15,0.1,0.43,4.03
497,-33.73966667,19.98066667,-1.1,36.98,622.27,0.15,0.55,3.74
498,-33.946,20.40383333,2.62,36.51,290.04,0.03,0.41,4.58
499,-33.94683333,20.37366667,2.62,36.51,290.04,0.03,0.41,4.58
500,-33.97566667,20.48516667,2.62,36.51,290.04,0.03,0.41,4.58
501,-33.972,21.23633333,2.65,37.4,326.95,0.03,0.41,4.69
502,-34.01666667,19.5995,1.57,36.73,458.79,0.16,0.45,3.73
503,-33.92883333,20.86666667,2.62,36.51,290.04,0.03,0.41,4.58
504,-33.90266667,20.85166667,2.62,36.51,290.04,0.03,0.41,4.58
505,-33.91716667,20.8705,2.62,36.51,290.04,0.03,0.41,4.58
506,-33.87416667,22.29616667,7.26,30.83,348.05,0.08,0.43,2.07
507,-33.9455,21.84683333,4.23,35.73,305.86,0.03,0.41,4.22
508,-33.928,20.864,2.62,36.51,290.04,0.03,0.41,4.58
509,-33.946,20.38433333,2.62,36.51,290.04,0.03,0.41,4.58
510,-33.9495,21.1275,2.65,37.4,326.95,0.03,0.41,4.69
511,-33.93333333,20.901,2.62,36.51,290.04,0.03,0.41,4.58
512,-33.87433333,22.301,7.26,30.83,348.05,0.08,0.43,2.07
513,-33.9485,21.1355,2.65,37.4,326.95,0.03,0.41,4.69
514,-34.06983333,19.822,1.82,38.84,427.15,0.1,0.43,4.03
515,-33.91683333,20.87516667,2.62,36.51,290.04,0.03,0.41,4.58
516,-33.94766667,20.3645,2.62,36.51,290.04,0.03,0.41,4.58
517,-33.9075,20.85483333,2.62,36.51,290.04,0.03,0.41,4.58
518,-33.9275,20.85266667,2.62,36.51,290.04,0.03,0.41,4.58
519,-33.92033333,22.05966667,4.23,35.73,305.86,0.03,0.41,4.22
520,-33.90283333,22.08283333,4.23,35.73,305.86,0.03,0.41,4.22
521,-33.99766667,20.457,2.62,36.51,290.04,0.03,0.41,4.58
522,-34.06766667,19.76083333,1.82,38.84,427.15,0.1,0.43,4.03
523,-34.07066667,19.78866667,1.82,38.84,427.15,0.1,0.43,4.03
524,-34.07483333,19.8205,1.82,38.84,427.15,0.1,0.43,4.03
525,-33.8445,21.98166667,4.23,35.73,305.86,0.03,0.41,4.22
526,-33.925,20.878,2.62,36.51,290.04,0.03,0.41,4.58
527,-33.87566667,22.30433333,7.26,30.83,348.05,0.08,0.43,2.07
528,-33.737,19.9025,-1.1,36.98,622.27,0.15,0.55,3.74
529,-33.9545,21.18366667,2.65,37.4,326.95,0.03,0.41,4.69
530,-33.94916667,21.128,2.65,37.4,326.95,0.03,0.41,4.69
531,-33.94916667,21.14133333,2.65,37.4,326.95,0.03,0.41,4.69
532,-34.0635,19.79133333,1.82,38.84,427.15,0.1,0.43,4.03
533,-34.035,19.42666667,1.57,36.73,458.79,0.16,0.45,3.73
534,-33.95533333,21.22216667,2.65,37.4,326.95,0.03,0.41,4.69
535,-34.06983333,19.76666667,1.82,38.84,427.15,0.1,0.43,4.03
536,-33.95583333,21.19033333,2.65,37.4,326.95,0.03,0.41,4.69
537,-33.95083333,21.1605,2.65,37.4,326.95,0.03,0.41,4.69
538,-34.0685,19.76233333,1.82,38.84,427.15,0.1,0.43,4.03
539,-34.06933333,19.76933333,1.82,38.84,427.15,0.1,0.43,4.03
540,-33.74416667,20.01766667,-1.1,36.98,622.27,0.15,0.55,3.74
541,-34.07383333,19.778,1.82,38.84,427.15,0.1,0.43,4.03
542,-33.94766667,20.35033333,2.62,36.51,290.04,0.03,0.41,4.58
543,-34.0635,19.721,1.82,38.84,427.15,0.1,0.43,4.03
544,-34.07066667,19.757,1.82,38.84,427.15,0.1,0.43,4.03
545,-33.9815,19.488,1.57,36.73,458.79,0.16,0.45,3.73
546,-33.92516667,20.85583333,2.62,36.51,290.04,0.03,0.41,4.58
547,-34.07033333,19.78716667,1.82,38.84,427.15,0.1,0.43,4.03
548,-33.75466667,20.05166667,1.82,38.84,427.15,0.1,0.43,4.03
549,-34.07083333,19.72366667,1.82,38.84,427.15,0.1,0.43,4.03
550,-34.06866667,19.72,1.82,38.84,427.15,0.1,0.43,4.03
551,-34.069,19.78116667,1.82,38.84,427.15,0.1,0.43,4.03
552,-33.83333333,21.89583333,4.23,35.73,305.86,0.03,0.41,4.22
553,-33.97966667,20.51716667,2.62,36.51,290.04,0.03,0.41,4.58
554,-33.7545,20.01016667,1.82,38.84,427.15,0.1,0.43,4.03
555,-33.741,19.98516667,-1.1,36.98,622.27,0.15,0.55,3.74
556,-34.01183333,19.60916667,1.57,36.73,458.79,0.16,0.45,3.73
557,-33.9765,19.48966667,1.57,36.73,458.79,0.16,0.45,3.73
558,-33.89633333,20.23283333,1.82,38.84,427.15,0.1,0.43,4.03
559,-33.94733333,21.1365,2.65,37.4,326.95,0.03,0.41,4.69
560,-34.06583333,19.74033333,1.82,38.84,427.15,0.1,0.43,4.03
561,-34.07083333,19.7285,1.82,38.84,427.15,0.1,0.43,4.03
562,-33.92883333,20.85916667,2.62,36.51,290.04,0.03,0.41,4.58
563,-33.73516667,19.9865,-1.1,36.98,622.27,0.15,0.55,3.74
564,-33.88216667,22.43116667,7.26,30.83,348.05,0.08,0.43,2.07
565,-34.07633333,19.78916667,1.82,38.84,427.15,0.1,0.43,4.03
566,-33.83466667,21.892,4.23,35.73,305.86,0.03,0.41,4.22
567,-33.90083333,20.23866667,1.82,38.84,427.15,0.1,0.43,4.03
568,-33.88283333,22.44083333,7.26,30.83,348.05,0.08,0.43,2.07
569,-34.07883333,19.78566667,1.82,38.84,427.15,0.1,0.43,4.03
570,-33.89916667,20.2345,1.82,38.84,427.15,0.1,0.43,4.03
571,-33.8815,22.43816667,7.26,30.83,348.05,0.08,0.43,2.07
572,-34.07833333,19.77583333,1.82,38.84,427.15,0.1,0.43,4.03
573,-34.071,19.78933333,1.82,38.84,427.15,0.1,0.43,4.03
574,-33.88333333,22.429,7.26,30.83,348.05,0.08,0.43,2.07
575,-34.06866667,19.72,1.82,38.84,427.15,0.1,0.43,4.03
576,-34.05816667,18.8725,6.06,33.55,506.25,0.19,0.45,3.49
577,-34.42916667,19.63666667,6.87,29.51,363.87,0.14,0.41,3.67
578,-34.05683333,18.86933333,6.06,33.55,506.25,0.19,0.45,3.49
579,-34.054,18.8725,6.06,33.55,506.25,0.19,0.45,3.49
580,-34.53916667,19.51583333,6.87,29.51,363.87,0.14,0.41,3.67
581,-33.97083333,18.92533333,6.06,33.55,506.25,0.19,0.45,3.49
582,-33.984,18.435,11.12,25.9,374.41,0.22,0.34,3.64
583,-34.296,19.12533333,6.87,29.51,363.87,0.14,0.41,3.67
584,-34.05583333,18.8705,6.06,33.55,506.25,0.19,0.45,3.49
585,-34.05633333,18.87633333,6.06,33.55,506.25,0.19,0.45,3.49
586,-34.07033333,19.7215,1.82,38.84,427.15,0.1,0.43,4.03
587,-34.05133333,18.8735,6.06,33.55,506.25,0.19,0.45,3.49
588,-33.944,18.44433333,6.06,33.55,506.25,0.19,0.45,3.49
589,-34.31716667,18.96333333,10.17,24.48,474.61,0.22,0.42,3.61
590,-33.95533333,18.42266667,11.12,25.9,374.41,0.22,0.34,3.64
591,-34.31983333,18.9645,10.17,24.48,474.61,0.22,0.42,3.61
592,-32.8565,19.21966667,-1.39,35.69,564.26,0.2,0.49,3.73
593,-34.05366667,18.87566667,6.06,33.55,506.25,0.19,0.45,3.49
594,-34.00083333,18.42166667,11.12,25.9,374.41,0.22,0.34,3.64
595,-34.31983333,18.9645,10.17,24.48,474.61,0.22,0.42,3.61
596,-34.42833333,19.635,6.87,29.51,363.87,0.14,0.41,3.67
597,-34.4315,19.6225,6.87,29.51,363.87,0.14,0.41,3.67
598,-34.05683333,18.871,6.06,33.55,506.25,0.19,0.45,3.49
599,-34.055,18.87333333,6.06,33.55,506.25,0.19,0.45,3.49
600,-34.03733333,19.6135,1.57,36.73,458.79,0.16,0.45,3.73
601,-34.06616667,19.04633333,6.06,33.55,506.25,0.19,0.45,3.49
602,-34.05,18.87466667,6.06,33.55,506.25,0.19,0.45,3.49
603,-33.913,19.14416667,1.57,36.73,458.79,0.16,0.45,3.73
604,-33.93366667,18.39483333,11.12,25.9,374.41,0.22,0.34,3.64
605,-33.922,19.09466667,1.57,36.73,458.79,0.16,0.45,3.73
606,-33.925,18.39666667,11.12,25.9,374.41,0.22,0.34,3.64
607,-33.98333333,18.43433333,11.12,25.9,374.41,0.22,0.34,3.64
608,-34.05,18.87583333,6.06,33.55,506.25,0.19,0.45,3.49
609,-33.77,19.15166667,1.57,36.73,458.79,0.16,0.45,3.73
610,-34.04866667,18.87583333,6.06,33.55,506.25,0.19,0.45,3.49
611,-34.43066667,19.6445,6.87,29.51,363.87,0.14,0.41,3.67
612,-34.22,19.42916667,1.57,36.73,458.79,0.16,0.45,3.73
613,-34.05233333,19.03816667,6.06,33.55,506.25,0.19,0.45,3.49
614,-34.2675,19.02483333,10.17,24.48,474.61,0.22,0.42,3.61
615,-33.96583333,18.79683333,6.06,33.55,506.25,0.19,0.45,3.49
616,-33.7685,18.947,6.06,33.55,506.25,0.19,0.45,3.49
617,-33.1955,19.16283333,-1.39,35.69,564.26,0.2,0.49,3.73
618,-34.05833333,18.87666667,6.06,33.55,506.25,0.19,0.45,3.49
619,-34.05133333,18.8705,6.06,33.55,506.25,0.19,0.45,3.49
620,-34.05366667,18.86883333,6.06,33.55,506.25,0.19,0.45,3.49
621,-32.70833333,27.71,0.2,38.62,1771.88,0.99,0.67,2.96
622,-34.42933333,19.63666667,6.87,29.51,363.87,0.14,0.41,3.67
623,-34.05833333,18.87433333,6.06,33.55,506.25,0.19,0.45,3.49
624,-33.573,18.79566667,3.84,37.94,516.8,0.22,0.42,3.4
625,-33.97883333,19.28166667,1.57,36.73,458.79,0.16,0.45,3.73
626,-33.8405,18.63133333,6.06,33.55,506.25,0.19,0.45,3.49
627,-33.719,19.08433333,0.23,36.51,527.34,0.21,0.47,3.48
628,-33.89416667,18.89716667,6.06,33.55,506.25,0.19,0.45,3.49
629,-34.06433333,19.04733333,6.06,33.55,506.25,0.19,0.45,3.49
630,-34.32216667,18.96666667,10.17,24.48,474.61,0.22,0.42,3.61
631,-33.33866667,26.4635,5.97,39.13,711.91,0.3,0.42,3.99
632,-34.052,18.87533333,6.06,33.55,506.25,0.19,0.45,3.49
633,-33.76583333,19.14833333,1.57,36.73,458.79,0.16,0.45,3.73
634,-34.05433333,18.87016667,6.06,33.55,506.25,0.19,0.45,3.49
635,-33.9445,18.449,6.06,33.55,506.25,0.19,0.45,3.49
636,-34.05183333,18.87583333,6.06,33.55,506.25,0.19,0.45,3.49
637,-34.05083333,18.86833333,6.06,33.55,506.25,0.19,0.45,3.49
638,-34.0675,19.04783333,6.06,33.55,506.25,0.19,0.45,3.49
639,-34.05133333,18.875,6.06,33.55,506.25,0.19,0.45,3.49
640,-34.4275,19.62833333,6.87,29.51,363.87,0.14,0.41,3.67
641,-33.992,18.428,11.12,25.9,374.41,0.22,0.34,3.64
642,-34.43633333,19.62116667,6.87,29.51,363.87,0.14,0.41,3.67
643,-34.43016667,19.62616667,6.87,29.51,363.87,0.14,0.41,3.67
644,-34.02116667,18.41766667,11.12,25.9,374.41,0.22,0.34,3.64
645,-33.95616667,21.21333333,2.65,37.4,326.95,0.03,0.41,4.69
646,-33.88166667,22.43,7.26,30.83,348.05,0.08,0.43,2.07
647,-33.941,20.699,2.62,36.51,290.04,0.03,0.41,4.58
648,-33.91083333,21.815,4.23,35.73,305.86,0.03,0.41,4.22
649,-33.913,21.95216667,4.23,35.73,305.86,0.03,0.41,4.22
650,-34.32183333,18.96516667,10.17,24.48,474.61,0.22,0.42,3.61
651,-33.9825,18.43283333,11.12,25.9,374.41,0.22,0.34,3.64
652,-33.86166667,21.9645,4.23,35.73,305.86,0.03,0.41,4.22
653,-33.91216667,20.86983333,2.62,36.51,290.04,0.03,0.41,4.58
654,-33.96133333,21.7285,4.23,35.73,305.86,0.03,0.41,4.22
655,-33.94683333,21.73116667,4.23,35.73,305.86,0.03,0.41,4.22
656,-33.88566667,21.985,4.23,35.73,305.86,0.03,0.41,4.22
657,-33.85133333,21.9785,4.23,35.73,305.86,0.03,0.41,4.22
658,-33.868,22.3075,7.26,30.83,348.05,0.08,0.43,2.07
659,-33.87,22.31166667,7.26,30.83,348.05,0.08,0.43,2.07
660,-33.87566667,22.30483333,7.26,30.83,348.05,0.08,0.43,2.07
661,-33.87716667,22.30866667,7.26,30.83,348.05,0.08,0.43,2.07
662,-33.87033333,22.31083333,7.26,30.83,348.05,0.08,0.43,2.07
663,-34.03666667,19.3775,1.57,36.73,458.79,0.16,0.45,3.73
664,-33.98733333,21.48383333,2.65,37.4,326.95,0.03,0.41,4.69
665,-33.9225,20.857,2.62,36.51,290.04,0.03,0.41,4.58
666,-33.8865,22.00583333,4.23,35.73,305.86,0.03,0.41,4.22
667,-33.8765,22.308,7.26,30.83,348.05,0.08,0.43,2.07
668,-33.91933333,22.01766667,4.23,35.73,305.86,0.03,0.41,4.22
669,-33.9275,20.858,2.62,36.51,290.04,0.03,0.41,4.58
670,-34.00983333,19.69616667,1.82,38.84,427.15,0.1,0.43,4.03
671,-33.86166667,21.9705,4.23,35.73,305.86,0.03,0.41,4.22
672,-33.9235,22.01283333,4.23,35.73,305.86,0.03,0.41,4.22
673,-33.885,21.9675,4.23,35.73,305.86,0.03,0.41,4.22
